Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,,,
2010-01-22,5.936479568481445,6.071499824523926,13.605794906616211,21.68335723876953,6.229175665304817,6.383500099182129,14.115137211097071,22.611789566838404,5.918768091410974,6.038000106811523,13.231023070753974,21.593509870310076,6.207561482759337,6.28000020980835,13.964239039550744,22.462042048608414,881767600,231378000,273035583,102004600
2010-01-25,6.096185684204102,6.015500068664551,13.358175277709961,21.95290184020996,6.145117995477656,6.113999843597412,13.60258030497438,22.20747176016586,6.009727765674213,5.906000137329102,13.247104643901979,21.788180715337734,6.079374433401396,6.105000019073486,13.521193736838505,21.89300311952023,1065699600,240478000,177458675,63373000
2010-01-26,6.182342052459717,5.973999977111816,13.418039321899414,22.087682723999023,6.415598457416765,6.14900016784668,13.595653064711597,22.349740262276377,6.081474569542195,5.953000068664551,13.266399490942197,21.78070148513371,6.182642260459086,6.0279998779296875,13.307957560471648,21.863062792960545,1867110000,191180000,174873019,66639900
2010-01-27,6.240583419799805,6.137499809265137,13.410122871398926,22.214967727661133,6.321637203565409,6.166500091552734,13.547414623040272,22.327277693156347,5.98991486179197,5.940000057220459,13.242155346237395,21.728290258449423,6.20966238568723,6.051499843597412,13.389590581440393,21.975372753778366,1722568400,295306000,159170382,63949500
2010-01-28,5.982709884643555,6.301499843597412,13.216923713684082,21.83310890197754,6.169135098442169,6.360000133514404,13.531334755954338,22.364711407329473,5.964998409144711,6.139999866485596,13.125641835770521,21.630950142417014,6.152024039116972,6.221499919891357,13.469243453146778,22.342248846901043,1173502400,545862000,129648138,117513700
2010-01-29,5.76566219329834,6.270500183105469,13.109315872192383,21.099355697631836,6.070066249914543,6.59250020980835,13.382663279492444,22.402154621941182,5.711325755156386,6.206999778747559,13.002202621926337,20.71001309640866,6.036443760131146,6.488500118255615,13.320820141825022,22.387179576948242,1245952400,589426000,166240784,193888500
2010-02-01,5.845816135406494,5.94350004196167,13.185506820678711,21.27155876159668,5.8839417473211935,6.243000030517578,13.254524944223313,21.323969977004793,5.74284720292578,5.690999984741211,13.11822111208708,20.90467882564137,5.7749686552281725,6.158999919891357,13.224592716268807,21.256583720594787,749876400,755488000,90369462,85931100
2010-02-02,5.879739284515381,5.906000137329102,13.138506889343262,21.30899429321289,5.893548852678057,5.948999881744385,13.233497027539105,21.338944374313225,5.805289703697114,5.71999979019165,13.05167776096629,21.069399356804077,5.881240725344817,5.939499855041504,13.233497027539105,21.241609466934072,698342400,461594000,164462143,54413700
2010-02-03,5.980907917022705,5.954999923706055,13.378458023071289,21.436279296875,6.010027697131553,5.980500221252441,13.410122664984305,21.556078193262728,5.836511051116827,5.828000068664551,13.067014531791207,21.054425759264543,5.859026254109648,5.855999946594238,13.077898719653081,21.159248186993022,615328000,248118000,120413655,61397900
2010-02-04,5.7653632164001465,5.796999931335449,13.031147003173828,20.84478187561035,5.955089864062811,6.016499996185303,13.308699019251568,21.33894684622235,5.750953232293537,5.7870001792907715,13.000967557198832,20.82231931218303,5.905856553322066,5.932000160217285,13.28396308831073,21.249098020611697,757652000,255680000,135614418,77850000
2010-02-05,5.867729187011719,5.869500160217285,13.142712593078613,20.979551315307617,5.883940414292231,5.882500171661377,13.197381702147206,21.17422255209223,5.72933654579522,5.704999923706055,12.924281479659705,20.64262005393071,5.7827727526151245,5.794000148773193,13.071222292542183,20.964576275224548,850306800,220496000,126713179,80960100
2010-02-08,5.827505588531494,5.8414998054504395,13.196638107299805,20.754924774169922,5.940381418058595,6.050000190734863,13.407647936472895,21.024469715424747,5.823903091688999,5.828000068664551,13.148647659559566,20.6426148580131,5.874637453930443,5.968999862670898,13.172642883429686,20.972058516424767,478270800,197804000,108175956,52820600
2010-02-09,5.889646053314209,5.901500225067139,13.27010726928711,20.972070693969727,5.928972098705769,5.954500198364258,13.396020383092603,21.219153224223753,5.846416903128088,5.849999904632568,13.23621767604204,20.77739939314854,5.896550436472053,5.909999847412109,13.346793852151563,20.942120603951594,632886800,184460000,113206742,59195800
2010-02-10,5.857524394989014,5.868000030517578,13.2208833694458,20.957090377807617,5.901954779473762,5.930500030517578,13.303506028806632,21.14427410904359,5.831707307859159,5.800000190734863,13.053659365477204,20.84478042468574,5.880639610040027,5.900000095367432,13.211483430532173,20.987040460292672,370361600,124664000,107380987,48591300
2010-02-11,5.9640960693359375,6.004499912261963,13.269121170043945,21.054418563842773,5.996518134753807,6.020999908447266,13.370296483708877,21.264063347652893,5.825703378312862,5.824999809265137,13.098433293474185,20.739949960029612,5.850320035193965,5.860499858856201,13.19292900565652,20.912158583330207,550345600,166870000,96761331,65993700
2010-02-12,6.015432834625244,5.982999801635742,13.187981605529785,20.912160873413086,6.053258256150037,5.997000217437744,13.287673614130231,21.00949575825575,5.868934478449705,5.875,13.123169960033486,20.650103436854643,5.947286793769425,5.94950008392334,13.184271452582632,20.82231207901374,655468800,161470000,91529795,81117200
2010-02-16,6.1060919761657715,5.876500129699707,13.390332221984863,21.325899124145508,6.114797608407144,6.025000095367432,13.460339213246357,21.340944194303024,6.04965406777372,5.859000205993652,13.217171240961052,21.077661205653946,6.062262404487202,6.002999782562256,13.280745848544331,21.16040622196656,543737600,178654000,146723904,51935600
2010-02-17,6.080574989318848,5.815499782562256,13.313895225524902,21.506439208984375,6.133409999547613,5.856500148773193,13.442281478651275,21.55157299212444,6.029840232872504,5.777500152587891,13.299052719869984,21.333425177966536,6.129807503174255,5.853499889373779,13.40764928118728,21.46130542584431,436396800,178896000,81492313,45882900
2010-02-18,6.091982364654541,5.9039998054504395,13.437828063964844,21.79228401184082,6.120801936115326,5.92549991607666,13.482108361516074,21.83741922063786,6.0316417501442245,5.741000175476074,13.26268745307027,21.446256019724373,6.052955719680547,5.791999816894531,13.297319648825596,21.506434863343618,422825200,196002000,93826371,42856500
2010-02-19,6.05415678024292,5.875999927520752,13.376976013183594,21.6418399810791,6.100087808120595,5.954500198364258,13.457866251916315,21.754675145827214,6.037345531041181,5.849999904632568,13.350753936262322,21.581661130894975,6.059861133737881,5.895500183105469,13.371285280697572,21.65688505231937,415469600,142312000,102506786,44451800
2010-02-22,6.016631126403809,5.9004998207092285,13.427438735961914,21.611743927001953,6.079073190767008,5.948500156402588,13.543703765283084,21.769714262260262,5.979706743184227,5.809000015258789,13.382911219783203,21.551565093278924,6.0742702633635055,5.868500232696533,13.539993612531074,21.69449036141233,390563600,136146000,86105539,36707100
2010-02-23,5.915762901306152,5.861999988555908,13.236218452453613,21.31085205078125,6.043948901389362,5.962500095367432,13.44796993353181,21.686970160703105,5.875236026977121,5.825500011444092,13.167447551593062,21.130315530191965,6.004022042200676,5.9004998207092285,13.432385777731815,21.574135014681893,575094800,141364000,115334688,52266200
2010-02-24,6.023838043212891,5.986000061035156,13.147163391113281,21.53652000427246,6.047253472561512,5.989999771118164,13.319582709217551,21.656879106372806,5.939180564440741,5.857500076293945,13.123416331672127,21.348460969731995,5.950888679926919,5.8979997634887695,13.209254691322526,21.453775004722726,460566400,147798000,93412827,43165900
2010-02-25,6.06406307220459,5.909999847412109,13.02248764038086,21.51395606994629,6.08988015923277,5.916999816894531,13.07344754110177,21.551567306845026,5.910660387638124,5.792500019073486,12.863427507516027,21.07765912194803,5.925370179197681,5.9085001945495605,13.039556995428006,21.265718175995154,665126000,190668000,132864148,48735300
2010-02-26,6.142714977264404,5.920000076293945,13.031641006469727,21.566612243652344,6.1592260152866105,5.971499919891357,13.154091201317009,21.702014991302665,6.064062490877757,5.849999904632568,12.949512793062675,21.44625456458021,6.075469993260385,5.894000053405762,13.046977946180325,21.551567175074148,507460800,114432000,82279251,40370600
2010-03-01,6.273906707763672,6.2270002365112305,13.17734432220459,21.829893112182617,6.289216520986398,6.232999801635742,13.192186828027005,21.852459278110143,6.167635032299977,5.876500129699707,13.0548941227659,21.461297576008466,6.17664087551545,5.934999942779541,13.091011518395414,21.641834077311525,550093600,265930000,89851528,43805400
2010-03-02,6.269702434539795,6.276500225067139,13.38439655303955,21.408639907836914,6.329142028985736,6.367499828338623,13.498187516883293,22.040518381757654,6.236379739675086,6.239999771118164,13.234734464280287,21.243148473153514,6.302123703573347,6.250500202178955,13.246362198680302,21.87502694707425,566546400,241950000,174925214,93123900
2010-03-03,6.284109592437744,6.29449987411499,13.489777565002441,21.408639907836914,6.300320823975116,6.3470001220703125,13.559041960280892,21.52147647693293,6.242382284875532,6.221499919891357,13.339621987091618,21.3258949078835,6.272402282395339,6.269999980926514,13.416553905272718,21.446252575794446,372052800,128808000,124039193,48442100
2010-03-04,6.325539588928223,6.426499843597412,13.71909236907959,21.53652000427246,6.331843958836596,6.442500114440918,13.757187500968083,21.551565071382075,6.263097508461851,6.278500080108643,13.511545460674531,21.26571597018226,6.282611435180591,6.298999786376953,13.518966713275201,21.408639803393882,366041200,150194000,127829347,42890600
2010-03-05,6.57290506362915,6.445499897003174,13.95706558227539,21.506439208984375,6.595420266955474,6.472499847412109,14.042656734425814,21.574140601083023,6.4432179894761905,6.353499889373779,13.850447704733078,21.378558961106602,6.452524439186623,6.456500053405762,13.886316935953648,21.55909552844397,899620400,135386000,157074555,56001800
2010-03-08,6.576807022094727,6.505499839782715,13.914270401000977,21.53652000427246,6.6071268297916586,6.542500019073486,13.981061676851809,21.762191706586965,6.551890157154248,6.385499954223633,13.877905788330407,21.43872993761311,6.604725566434544,6.414999961853027,13.971166357291239,21.453775004722726,429889600,112118000,95813793,39414500
2010-03-09,6.695087432861328,6.440999984741211,13.857622146606445,21.664400100708008,6.754527028946347,6.540500164031982,13.968197397482584,21.897594335453096,6.541084296443072,6.398499965667725,13.766341206680682,21.476341067074166,6.553692634883554,6.479499816894531,13.84921202451865,21.483863600592706,920259200,121416000,127540267,50271600
2010-03-10,6.749722480773926,6.5254998207092285,14.25985050201416,21.79228401184082,6.768935794260127,6.558499813079834,14.310561287418691,21.8975980642571,6.700489968212656,6.423999786376953,13.907589657530892,21.664403789802826,6.719402672863855,6.45550012588501,13.945932952087297,21.709538998599864,596218000,112514000,227043838,44891400
2010-03-11,6.76953649520874,6.678999900817871,14.375868797302246,21.950252532958984,6.76953649520874,6.681000232696533,14.501287491221605,21.957775067127866,6.704093139701463,6.51800012588501,14.204192067759415,21.702014644492607,6.721805415914415,6.522500038146973,14.20567537107015,21.73210334639145,405700400,144816000,169966698,35349700
2010-03-12,6.802556991577148,6.591000080108643,14.336289405822754,22.01795196533203,6.836479289284869,6.710000038146973,14.55249366460076,22.10069696434432,6.777039715290263,6.559000015258789,14.326889467752181,21.84493799902495,6.8256718025137015,6.710000038146973,14.549030728931069,22.055563198085203,416323600,123016000,110548817,31700200
2010-03-15,6.71970272064209,6.55649995803833,13.931586265563965,22.03299903869629,6.769535247249666,6.599999904632568,14.086689021925823,22.09317787744726,6.61193004693439,6.43149995803833,13.753971587306214,21.82237238567955,6.765933552680453,6.585000038146973,14.018166281751864,21.950252597372447,493502800,126584000,186853758,37512000
2010-03-16,6.738016128540039,6.5894999504089355,13.98155689239502,22.093177795410156,6.753926756170086,6.614500045776367,14.06121104621279,22.183445335813083,6.679777363528419,6.525000095367432,13.871723290941338,21.965297584192108,6.72991091108904,6.561999797821045,13.89819258553005,22.130789031448597,446908000,82650000,137774484,36723500
2010-03-17,6.728108882904053,6.566999912261963,13.990460395812988,22.28875732421875,6.798055354266688,6.634500026702881,14.136164166510508,22.469295269553378,6.702592000360965,6.560999870300293,13.95805504822704,22.115743347614426,6.751524309104,6.620500087738037,14.058241486461018,22.190967252374417,450956800,87176000,133362007,50385700
2010-03-18,6.744019508361816,6.638000011444092,14.011240005493164,22.273712158203125,6.754526389265197,6.642499923706055,14.061704521000674,22.35645715644559,6.682778268800121,6.521999835968018,13.926143295074036,22.190965725184114,6.727507664854695,6.551000118255615,13.969680992722273,22.2887557902985,342109600,100426000,71354455,43845200
2010-03-19,6.671969413757324,6.517499923706055,13.852921485900879,22.258665084838867,6.761729592591132,6.685500144958496,14.050820296614289,22.491857861226432,6.641348601675991,6.482999801635742,13.785635776595228,22.07812860297981,6.748220634773556,6.685500144958496,13.852921485900879,22.386545272169418,559445600,178100000,192486794,81332100
2010-03-22,6.747021198272705,6.523499965667725,13.791077613830566,22.266191482543945,6.784546801414264,6.547999858856201,14.022371576122183,22.34141538840329,6.6089287102187075,6.432000160217285,13.711423469872756,22.108221136761646,6.6185353672307645,6.510000228881836,13.756692635722992,22.190967576684596,456419600,107668000,160792439,37718200
2010-03-23,6.8553948402404785,6.4629998207092285,13.580810546875,22.4768123626709,6.868003580048533,6.546999931335449,13.811115659283221,22.49185742789673,6.727508598487147,6.403500080108643,13.407649556005728,22.123261938522155,6.773739842826274,6.54449987411499,13.779699179535104,22.258664656001876,602431200,84262000,220876809,42026600
2010-03-24,6.88571310043335,6.4019999504089355,13.786870956420898,22.303804397583008,6.91062996262087,6.46999979019165,13.849209471235689,22.454252220630572,6.829875216299452,6.360000133514404,13.350751411487707,22.266193159209504,6.833778320954441,6.432000160217285,13.494475531317102,22.356460705216623,597780400,93928000,263592319,33987700
2010-03-25,6.8040571212768555,6.736499786376953,13.924165725708008,22.57461166381836,6.9337445479528865,6.8454999923706055,14.149769918724852,22.995863592481406,6.792048803541109,6.4019999504089355,13.819773750996347,22.41664129383416,6.932243107424244,6.456999778747559,13.828679254446417,22.43920889948244,542284400,324192000,157825359,73168700
2010-03-26,6.931646823883057,6.752999782562256,13.919465065002441,22.31131935119629,6.963167470650344,6.8495001792907715,14.035731046447841,22.71752747453585,6.861099125721721,6.688000202178955,13.853417333991038,22.25866306145441,6.873107449227582,6.744999885559082,13.983287840899177,22.634781056497875,640875200,131314000,108252241,55595500
2010-03-29,6.976375102996826,6.75600004196167,13.913528442382812,22.258665084838867,7.02080509374735,6.831500053405762,13.969681798550894,22.43167903394008,6.953260285075467,6.7164998054504395,13.867021293947268,22.22857495380748,6.994688195260168,6.768499851226807,13.92713296729075,22.34893260838019,540744400,92538000,124645457,33336000
2010-03-30,7.080241680145264,6.828999996185303,14.018908500671387,22.394067764282227,7.12917517178411,6.9095001220703125,14.041666691975877,22.46176912420355,7.032209213105506,6.76800012588501,13.859846484366264,22.190963684518263,7.1027568740194225,6.7870001792907715,13.922926655270047,22.28875374063994,527310000,123854000,79412546,34954800
2010-03-31,7.054726600646973,6.78849983215332,14.029052734375,22.03299903869629,7.103059691456705,6.840000152587891,14.093864380791755,22.35645940024732,7.038516169055862,6.723999977111816,13.922433905648523,21.94273006318149,7.069437194560951,6.800000190734863,13.977845613752676,22.29628056149635,430659600,92012000,121686407,63760000
2010-04-01,7.0838470458984375,6.5904998779296875,14.070610046386719,21.935205459594727,7.16670206304783,6.825500011444092,14.185638991067107,22.22105599277684,6.98718245841233,6.559000015258789,13.990213299005033,21.528998695041928,7.1270762035897395,6.789999961853027,14.133690221522832,22.078130726185783,603145200,175716000,84423257,74768100
2010-04-05,7.1594977378845215,6.57450008392334,14.125279426574707,22.01795196533203,7.160098153974916,6.686999797821045,14.221012162240493,22.13830963187405,7.0478227499419175,6.539000034332275,14.075556561641735,21.837415465519005,7.054127519702874,6.642499923706055,14.122558142815254,21.912637931025344,684507600,116330000,76345092,34331200
2010-04-06,7.191018104553223,6.7779998779296875,14.056262969970703,22.055559158325195,7.212031862945418,6.800000190734863,14.122311646446924,22.25114068932684,7.114766875743274,6.559000015258789,13.986503193489694,21.79979880507507,7.150791034146679,6.561500072479248,14.086936850153203,21.927678981700133,447017200,159006000,82712870,47366800
2010-04-07,7.222838878631592,6.743500232696533,13.940492630004883,22.078123092651367,7.262465530446388,6.803999900817871,14.069375222925467,22.236091936810517,7.164599332020044,6.692999839782715,13.898934557832215,21.920152813716157,7.191317441481076,6.797999858856201,14.033505041884352,21.935197875476856,628502000,118908000,103626969,58318800
2010-04-08,7.20332670211792,7.047999858856201,14.038204193115234,22.50690460205078,7.251058574835145,7.0625,14.096585348378175,22.552038367180987,7.14598817276622,6.735499858856201,13.854159012465598,22.040517579783568,7.218036494277686,6.735499858856201,13.93505019684827,22.055562646419144,572989200,253782000,78191988,63713800
2010-04-09,7.2585625648498535,7.002999782562256,14.006787300109863,22.82284164428711,7.261565446336716,7.066500186920166,14.069867471105159,22.875497937698015,7.218636105101807,6.953499794006348,13.951870033053746,22.491857383848924,7.24775587896507,7.035999774932861,14.038202829809414,22.529470046839847,334182800,120222000,82572346,54752500
2010-04-12,7.273575782775879,7.059999942779541,14.167827606201172,22.807798385620117,7.2969912131607435,7.145500183105469,14.199245031509253,22.935678580365444,7.259165793847487,6.984000205993652,14.006787845701027,22.725051955262405,7.270873509039919,7.0,14.034740441144567,22.755142088038482,333026400,108906000,94448695,37068800
2010-04-13,7.27777624130249,7.007999897003174,14.51513957977295,22.905590057373047,7.288884339389927,7.098999977111816,14.567334615249964,22.943201288854006,7.238149582375143,6.955999851226807,14.128246543278118,22.66487329765477,7.260665585772697,7.061500072479248,14.162879685047134,22.679918364157757,306210800,95710000,157078570,41374600
2010-04-14,7.375641345977783,7.214000225067139,14.570303916931152,23.183916091918945,7.3792438418487025,7.224999904632568,14.652925612037661,23.31931881784486,7.327009254967312,6.960000038146973,14.446863914298163,23.063558432157347,7.363333219230544,7.017000198364258,14.596525043010319,23.161349927448946,404076400,158006000,136618166,68941200
2010-04-15,7.472607135772705,7.290999889373779,14.726150512695312,23.221527099609375,7.475909023113655,7.354499816894531,14.788983470359353,23.281705925194174,7.3702382070973025,7.199999809265137,14.552741362456231,23.1011680136634,7.378343422660387,7.227499961853027,14.648722266731626,23.18391443688364,376784800,156592000,271485795,52745400
2010-04-16,7.426975727081299,7.108500003814697,13.609256744384766,23.071081161499023,7.539251110450586,7.358500003814697,14.070855777727271,23.304273949923765,7.341418454005446,7.072500228881836,13.596393872365184,23.018424864252452,7.462098859469742,7.24399995803833,13.927131653159126,23.161350124476353,750545600,167936000,491254466,88703100
2010-04-19,7.417069911956787,7.121500015258789,13.608022689819336,23.349414825439453,7.441686167658601,7.183499813079834,13.704250815899217,23.507383755584094,7.257962869884636,6.956500053405762,13.481862334036126,23.138788150469757,7.415869079892135,7.117499828338623,13.5746275243926,23.146310685444764,566924400,120440000,156343827,64970300
2010-04-20,7.342617988586426,7.210000038146973,13.730225563049316,23.590126037597656,7.4825116806892105,7.23199987411499,13.844510965718909,23.6503048719884,7.2936852973064745,7.105000019073486,13.631769641051497,23.417110633294747,7.461197317980868,7.191500186920166,13.708703455592156,23.48481200133141,738326400,86234000,119542401,52199500
2010-04-21,7.781815052032471,7.321499824523926,13.711918830871582,23.56755828857422,7.8127360801337495,7.449999809265137,13.859105907730477,23.6954384901981,7.6770444474442625,7.176000118255615,13.658980244669864,23.492334387364306,7.769206314029074,7.258500099182129,13.765351851533799,23.56755828857422,982391200,147488000,96018557,55343100
2010-04-22,7.999460697174072,7.504499912261963,13.532820701599121,23.612693786621094,8.007866522531856,7.554500102996826,13.667391173604274,23.718007829947002,7.691153845173367,7.294000148773193,13.441044384184867,23.24409822192213,7.7523954854421575,7.350500106811523,13.65502273467891,23.349412265248034,793424800,303316000,131719875,84847600
2010-04-23,8.130348205566406,7.18149995803833,13.481614112854004,23.289230346679688,8.170875089706051,7.454500198364258,13.588727374515098,23.755617387604477,8.015371328595338,7.120999813079834,13.41432934780685,23.056037543605584,8.045090722981627,7.269000053405762,13.537521201824994,23.409589449802684,796955600,379504000,83889263,126766600
2010-04-26,8.090423583984375,7.355500221252441,13.15137004852295,23.402069091796875,8.179282781810125,7.386499881744385,13.481613425998132,23.52994930565061,8.051096721440434,7.144999980926514,13.091258375193418,23.214010038175303,8.161871512635164,7.159999847412109,13.481118991548485,23.319322649074834,479068800,186366000,175407013,63649300
2010-04-27,7.866471767425537,7.10099983215332,13.087547302246094,23.206485748291016,8.040588436951658,7.322000026702881,13.31686353776567,23.507379924367598,7.82084174480743,7.055500030517578,13.042278134236927,23.13126184557772,8.02347697806395,7.277500152587891,13.08482601838255,23.281709651004313,709343600,172780000,154364435,68730900
2010-04-28,7.8532609939575195,6.96750020980835,13.090764999389648,23.251623153686523,7.925308502459766,7.137499809265137,13.23028266717692,23.3193245332426,7.697456663594856,6.934500217437744,12.888907856630759,23.03347537994337,7.90279410696599,7.129499912261963,13.16274973567914,23.259145688612403,758402400,184706000,136754676,64557900
2010-04-29,8.064602851867676,7.08650016784668,13.160274505615234,23.319320678710938,8.105429534156643,7.122499942779541,13.271593295381367,23.64278245317344,7.865569368809302,6.989500045776367,13.028425320033906,23.071082806296367,7.895889172544146,7.004499912261963,13.194165997779642,23.26666437771036,558840800,126284000,122814620,52665200
2010-04-30,7.837953567504883,6.855000019073486,13.004429817199707,22.973299026489258,8.122543611630743,7.070000171661377,13.300782640904165,23.379505913097102,7.835252095607187,6.8454999923706055,12.997998380769973,22.958253955006043,8.084718195320756,7.070000171661377,13.138754013725478,23.371983377355498,542463600,122270000,97781139,63214800
2010-05-03,7.9958577156066895,6.874499797821045,13.125641822814941,23.214008331298828,8.041789143428238,6.9720001220703125,13.183033156921688,23.364454702268056,7.891687533157348,6.805500030517578,12.989092673477634,23.003381690209977,7.92050750406454,6.860000133514404,13.02421930326339,23.071083059317946,454342000,113092000,74590540,43989500
2010-05-04,7.765600681304932,6.491499900817871,12.52625560760498,22.664873123168945,7.903993729721625,6.790500164031982,13.030156274793518,22.980812343416883,7.707662555556327,6.419000148773193,12.472823537813268,22.379024035695338,7.8919862142865105,6.781000137329102,13.02471370733286,22.958246178612637,723819600,253356000,243963019,82085600
2010-05-05,7.684847354888916,6.546500205993652,12.610116004943848,22.454248428344727,7.749390861696877,6.58050012588501,12.757550286219502,22.634784924645025,7.466901192952716,6.377500057220459,12.380305350377034,22.333890764144527,7.595988206568637,6.400000095367432,12.392921005562961,22.394069596244627,883103200,189162000,183975008,66833800
2010-05-06,7.392454624176025,6.435500144958496,12.335779190063477,21.7998046875,7.752695472880151,6.616499900817871,12.802078256556294,22.47681697917343,5.981508427600134,6.03000020980835,11.379185830117915,20.99491218469451,7.620006718856909,6.5,12.585132344973463,22.258669227699148,1285860800,203780000,200753664,128613000
2010-05-07,7.080545902252197,6.249000072479248,12.198981285095215,21.2205810546875,7.402061981044974,6.559000015258789,12.500282249783146,21.77723706702863,6.760831873781241,6.188000202178955,11.906833040855256,20.551091341834145,7.316204864644492,6.398499965667725,12.36793768193134,21.762191999716364,1676018400,238552000,204322993,173718100
2010-05-10,7.624809265136719,6.564499855041504,12.904245376586914,21.769710540771484,7.644622996847167,6.610499858856201,12.933188739378938,22.17591724026756,7.460899674559441,6.4629998207092285,12.680372628301864,21.59669516796491,7.512534658605443,6.486499786376953,12.714262230597111,21.822366831930577,984306400,136122000,165738910,86653300
2010-05-11,7.700760364532471,6.5229997634887695,12.592554092407227,21.72458839416504,7.801927658845003,6.6539998054504395,12.86045991683611,22.303810814329072,7.520039149513854,6.423500061035156,12.572022747520963,21.49139549265145,7.560265419855266,6.497499942779541,12.75631515296872,21.574141962611222,848906800,120882000,133402157,63789400
